Question_ID,Question,Option_A,Option_B,Option_C,Option_D,Correct_Option,Topic,Difficulty
815,Tabulation is:,Top-down DP,Bottom-up DP,Recursive,None,B,BST,Advanced
816,Backtracking is used for:,N-Queens problem,Sudoku solver,Maze solving,All,D,AVL Tree,Advanced
817,Time complexity of backtracking can be:,O(n),O(n!),O(2^n),All of above,D,Heap,Advanced
818,KMP algorithm is used for:,Pattern matching,Sorting,Searching,Hashing,A,Graph,Advanced
819,Time complexity of KMP is:,O(n + m),O(n * m),O(n log m),O(m log n),A,Graph Traversal,Advanced
820,Rabin-Karp uses which concept?,Hashing,Sorting,Trees,Graphs,A,Shortest Path,Advanced
821,Greedy algorithms work when problem has:,Optimal substructure,Greedy choice property,Both,Neither,C,MST,Advanced
822,Activity selection uses:,Greedy,DP,Backtracking,Divide and Conquer,A,Hash Table,Advanced
823,Merge Sort uses:,Greedy,DP,Divide and Conquer,Backtracking,C,Dynamic Programming,Advanced
824,Binary Search uses:,Greedy,DP,Divide and Conquer,Backtracking,C,Backtracking,Advanced
825,Topological sorting is for:,Directed Acyclic Graph,Undirected graph,Weighted graph,Complete graph,A,String Algorithms,Advanced
826,Strongly Connected Components are found using:,DFS,BFS,Dijkstra,Prim's,A,Greedy,Advanced
827,What is the time complexity of accessing an element in an array by index?,O(n),O(log n),O(1),O(n²),C,Array,Beginner
828,Which operation is most efficient in an array?,Insertion at beginning,Deletion from middle,Searching an element,Random access,D,Linked List,Beginner
829,What is the space complexity of an array of size n?,O(1),O(log n),O(n),O(n²),C,Stack,Beginner
830,What is the time complexity of inserting an element at the beginning of a singly linked list?,O(1),O(n),O(log n),O(n²),A,Queue,Beginner
831,"In a doubly linked list, each node contains how many pointers?",1,2,3,4,B,Sorting,Beginner
832,Time complexity of searching in an unsorted linked list is:,O(1),O(log n),O(n),O(n²),C,Searching,Beginner
833,Which data structure follows LIFO principle?,Queue,Stack,Tree,Graph,B,Tree,Beginner
834,What is the time complexity of push and pop operations in a stack?,O(n),O(log n),O(1),O(n²),C,BST,Beginner
835,In which application is stack NOT used?,Function call management,Expression evaluation,BFS traversal,Undo/Redo functionality,C,AVL Tree,Beginner
836,Which data structure follows FIFO principle?,Stack,Queue,Deque,Heap,B,Heap,Beginner
837,What is the time complexity of enqueue and dequeue in a simple queue?,O(n),O(1),O(log n),O(n²),B,Graph,Beginner
838,A circular queue is better than a simple queue because:,It uses less memory,It avoids the wastage of space,It is faster,It requires less code,B,Graph Traversal,Beginner
839,What is the average time complexity of Quick Sort?,O(n),O(n log n),O(n²),O(2^n),B,Shortest Path,Intermediate
840,Which sorting algorithm is stable?,Quick Sort,Heap Sort,Merge Sort,Selection Sort,C,MST,Intermediate
841,Merge Sort has a time complexity of:,O(n),O(n log n),O(n²),O(n³),B,Hash Table,Intermediate
842,Bubble Sort is efficient for which case?,Already sorted data,Reverse sorted data,Random data,Large datasets,A,Dynamic Programming,Intermediate
843,What is the space complexity of Quick Sort?,O(1),O(log n),O(n),O(n²),B,Backtracking,Intermediate
844,Binary Search works on which type of array?,Unsorted,Sorted,Partially sorted,None of above,B,String Algorithms,Intermediate
845,Time complexity of Binary Search is:,O(n),O(log n),O(n log n),O(n²),B,Greedy,Intermediate
846,Linear Search has a time complexity of:,O(1),O(log n),O(n),O(n²),C,Divide and Conquer,Intermediate
847,What is a binary tree?,Tree with max 2 children,Tree with exactly 2 children,Tree with 3 children,Tree with 4 children,A,Array,Intermediate
848,Height of a tree with single node is:,0,1,2,-1,A,Linked List,Intermediate
849,What is the maximum number of nodes in a binary tree of height h?,2^h - 1,2^(h+1) - 1,2^h,h²,B,Stack,Intermediate
850,"In a BST, for any node, left child is:",Greater than parent,Less than parent,Equal to parent,Any value,B,Queue,Intermediate
851,Time complexity of searching in a balanced BST is:,O(1),O(log n),O(n),O(n²),B,Sorting,Intermediate
852,Inorder traversal of a BST gives:,Sorted array,Reverse sorted array,Random order,Heap order,A,Searching,Intermediate
853,AVL tree is a:,Unbalanced BST,Self-balancing BST,Complete tree,Perfect tree,B,Tree,Intermediate
854,Balance factor in AVL tree is defined as:,Left height - Right height,Right height - Left height,Left height + Right height,Left height / Right height,A,BST,Intermediate
855,Height of an AVL tree with n nodes is:,O(n),O(log n),O(n log n),O(n²),B,AVL Tree,Intermediate
856,"In a min heap, the smallest element is at:",Leaf,Root,Middle,Random,B,Heap,Intermediate
857,Time complexity of insertion in a heap is:,O(1),O(log n),O(n),O(n²),B,Graph,Advanced
858,Heap sort time complexity is:,O(n),O(n log n),O(n²),O(2^n),B,Graph Traversal,Advanced
859,Adjacency matrix representation requires space of:,O(V),O(E),O(V²),O(V + E),C,Shortest Path,Advanced
860,Adjacency list representation requires space of:,O(V),O(V²),O(E),O(V + E),D,MST,Advanced
861,DFS uses which data structure?,Queue,Stack,Deque,Heap,B,Hash Table,Advanced
862,BFS uses which data structure?,Stack,Queue,Priority Queue,Deque,B,Dynamic Programming,Advanced
863,Time complexity of DFS and BFS is:,O(n),O(V + E),O(V²),O(E log V),B,Backtracking,Advanced
864,Dijkstra's algorithm is used for:,Negative weights,Positive weights,Unweighted graphs,None,B,String Algorithms,Advanced
865,Bellman-Ford can handle:,Only positive weights,Negative weights,Negative cycles,All graphs,B,Greedy,Advanced
866,Floyd-Warshall finds:,Shortest path between two nodes,All pairs shortest path,Minimum spanning tree,Topological sort,B,Divide and Conquer,Advanced
867,Kruskal's algorithm uses which approach?,Dynamic Programming,Greedy,Divide and Conquer,Backtracking,B,Array,Advanced
868,Prim's algorithm starts from:,A random vertex,A specific vertex,The minimum edge,None,B,Linked List,Advanced
869,Time complexity of Kruskal's algorithm is:,O(E log E),O(V log V),O(V + E),O(V²),A,Stack,Advanced
870,Hash table provides average time complexity of:,O(log n),O(n),O(1),O(n²),C,Queue,Advanced
871,Collision resolution technique is:,Linear Probing,Chaining,Double Hashing,All of above,D,Sorting,Advanced
872,DP is used when a problem has:,Overlapping subproblems,Optimal substructure,Both,Neither,C,Searching,Advanced
873,Memoization is:,Top-down approach,Bottom-up approach,Recursive approach,Iterative approach,A,Tree,Advanced
874,Tabulation is:,Top-down DP,Bottom-up DP,Recursive,None,B,BST,Advanced
875,Backtracking is used for:,N-Queens problem,Sudoku solver,Maze solving,All,D,AVL Tree,Advanced
876,Time complexity of backtracking can be:,O(n),O(n!),O(2^n),All of above,D,Heap,Advanced
877,KMP algorithm is used for:,Pattern matching,Sorting,Searching,Hashing,A,Graph,Advanced
878,Time complexity of KMP is:,O(n + m),O(n * m),O(n log m),O(m log n),A,Graph Traversal,Advanced
879,Rabin-Karp uses which concept?,Hashing,Sorting,Trees,Graphs,A,Shortest Path,Advanced
880,Greedy algorithms work when problem has:,Optimal substructure,Greedy choice property,Both,Neither,C,MST,Advanced
881,Activity selection uses:,Greedy,DP,Backtracking,Divide and Conquer,A,Hash Table,Advanced
882,Merge Sort uses:,Greedy,DP,Divide and Conquer,Backtracking,C,Dynamic Programming,Advanced
883,Binary Search uses:,Greedy,DP,Divide and Conquer,Backtracking,C,Backtracking,Advanced
884,Topological sorting is for:,Directed Acyclic Graph,Undirected graph,Weighted graph,Complete graph,A,String Algorithms,Advanced
885,Strongly Connected Components are found using:,DFS,BFS,Dijkstra,Prim's,A,Greedy,Advanced
886,What is the time complexity of accessing an element in an array by index?,O(n),O(log n),O(1),O(n²),C,Array,Beginner
887,Which operation is most efficient in an array?,Insertion at beginning,Deletion from middle,Searching an element,Random access,D,Linked List,Beginner
888,What is the space complexity of an array of size n?,O(1),O(log n),O(n),O(n²),C,Stack,Beginner
889,What is the time complexity of inserting an element at the beginning of a singly linked list?,O(1),O(n),O(log n),O(n²),A,Queue,Beginner
890,"In a doubly linked list, each node contains how many pointers?",1,2,3,4,B,Sorting,Beginner
891,Time complexity of searching in an unsorted linked list is:,O(1),O(log n),O(n),O(n²),C,Searching,Beginner
892,Which data structure follows LIFO principle?,Queue,Stack,Tree,Graph,B,Tree,Beginner
893,What is the time complexity of push and pop operations in a stack?,O(n),O(log n),O(1),O(n²),C,BST,Beginner
894,In which application is stack NOT used?,Function call management,Expression evaluation,BFS traversal,Undo/Redo functionality,C,AVL Tree,Beginner
895,Which data structure follows FIFO principle?,Stack,Queue,Deque,Heap,B,Heap,Beginner
896,What is the time complexity of enqueue and dequeue in a simple queue?,O(n),O(1),O(log n),O(n²),B,Graph,Beginner
897,A circular queue is better than a simple queue because:,It uses less memory,It avoids the wastage of space,It is faster,It requires less code,B,Graph Traversal,Beginner
898,What is the average time complexity of Quick Sort?,O(n),O(n log n),O(n²),O(2^n),B,Shortest Path,Intermediate
899,Which sorting algorithm is stable?,Quick Sort,Heap Sort,Merge Sort,Selection Sort,C,MST,Intermediate
900,Merge Sort has a time complexity of:,O(n),O(n log n),O(n²),O(n³),B,Hash Table,Intermediate
901,Bubble Sort is efficient for which case?,Already sorted data,Reverse sorted data,Random data,Large datasets,A,Dynamic Programming,Intermediate
902,What is the space complexity of Quick Sort?,O(1),O(log n),O(n),O(n²),B,Backtracking,Intermediate
903,Binary Search works on which type of array?,Unsorted,Sorted,Partially sorted,None of above,B,String Algorithms,Intermediate
904,Time complexity of Binary Search is:,O(n),O(log n),O(n log n),O(n²),B,Greedy,Intermediate
905,Linear Search has a time complexity of:,O(1),O(log n),O(n),O(n²),C,Divide and Conquer,Intermediate
906,What is a binary tree?,Tree with max 2 children,Tree with exactly 2 children,Tree with 3 children,Tree with 4 children,A,Array,Intermediate
907,Height of a tree with single node is:,0,1,2,-1,A,Linked List,Intermediate
908,What is the maximum number of nodes in a binary tree of height h?,2^h - 1,2^(h+1) - 1,2^h,h²,B,Stack,Intermediate
909,"In a BST, for any node, left child is:",Greater than parent,Less than parent,Equal to parent,Any value,B,Queue,Intermediate
910,Time complexity of searching in a balanced BST is:,O(1),O(log n),O(n),O(n²),B,Sorting,Intermediate
911,Inorder traversal of a BST gives:,Sorted array,Reverse sorted array,Random order,Heap order,A,Searching,Intermediate
912,AVL tree is a:,Unbalanced BST,Self-balancing BST,Complete tree,Perfect tree,B,Tree,Intermediate
913,Balance factor in AVL tree is defined as:,Left height - Right height,Right height - Left height,Left height + Right height,Left height / Right height,A,BST,Intermediate
914,Height of an AVL tree with n nodes is:,O(n),O(log n),O(n log n),O(n²),B,AVL Tree,Intermediate
915,"In a min heap, the smallest element is at:",Leaf,Root,Middle,Random,B,Heap,Intermediate
916,Time complexity of insertion in a heap is:,O(1),O(log n),O(n),O(n²),B,Graph,Advanced
917,Heap sort time complexity is:,O(n),O(n log n),O(n²),O(2^n),B,Graph Traversal,Advanced
918,Adjacency matrix representation requires space of:,O(V),O(E),O(V²),O(V + E),C,Shortest Path,Advanced
919,Adjacency list representation requires space of:,O(V),O(V²),O(E),O(V + E),D,MST,Advanced
920,DFS uses which data structure?,Queue,Stack,Deque,Heap,B,Hash Table,Advanced
921,BFS uses which data structure?,Stack,Queue,Priority Queue,Deque,B,Dynamic Programming,Advanced
922,Time complexity of DFS and BFS is:,O(n),O(V + E),O(V²),O(E log V),B,Backtracking,Advanced
923,Dijkstra's algorithm is used for:,Negative weights,Positive weights,Unweighted graphs,None,B,String Algorithms,Advanced
924,Bellman-Ford can handle:,Only positive weights,Negative weights,Negative cycles,All graphs,B,Greedy,Advanced
925,Floyd-Warshall finds:,Shortest path between two nodes,All pairs shortest path,Minimum spanning tree,Topological sort,B,Divide and Conquer,Advanced
926,Kruskal's algorithm uses which approach?,Dynamic Programming,Greedy,Divide and Conquer,Backtracking,B,Array,Advanced
927,Prim's algorithm starts from:,A random vertex,A specific vertex,The minimum edge,None,B,Linked List,Advanced
928,Time complexity of Kruskal's algorithm is:,O(E log E),O(V log V),O(V + E),O(V²),A,Stack,Advanced
929,Hash table provides average time complexity of:,O(log n),O(n),O(1),O(n²),C,Queue,Advanced
930,Collision resolution technique is:,Linear Probing,Chaining,Double Hashing,All of above,D,Sorting,Advanced
931,DP is used when a problem has:,Overlapping subproblems,Optimal substructure,Both,Neither,C,Searching,Advanced
932,Memoization is:,Top-down approach,Bottom-up approach,Recursive approach,Iterative approach,A,Tree,Advanced
933,Tabulation is:,Top-down DP,Bottom-up DP,Recursive,None,B,BST,Advanced
934,Backtracking is used for:,N-Queens problem,Sudoku solver,Maze solving,All,D,AVL Tree,Advanced
935,Time complexity of backtracking can be:,O(n),O(n!),O(2^n),All of above,D,Heap,Advanced
936,KMP algorithm is used for:,Pattern matching,Sorting,Searching,Hashing,A,Graph,Advanced
937,Time complexity of KMP is:,O(n + m),O(n * m),O(n log m),O(m log n),A,Graph Traversal,Advanced
938,Rabin-Karp uses which concept?,Hashing,Sorting,Trees,Graphs,A,Shortest Path,Advanced
939,Greedy algorithms work when problem has:,Optimal substructure,Greedy choice property,Both,Neither,C,MST,Advanced
940,Activity selection uses:,Greedy,DP,Backtracking,Divide and Conquer,A,Hash Table,Advanced
941,Merge Sort uses:,Greedy,DP,Divide and Conquer,Backtracking,C,Dynamic Programming,Advanced
942,Binary Search uses:,Greedy,DP,Divide and Conquer,Backtracking,C,Backtracking,Advanced
943,Topological sorting is for:,Directed Acyclic Graph,Undirected graph,Weighted graph,Complete graph,A,String Algorithms,Advanced
944,Strongly Connected Components are found using:,DFS,BFS,Dijkstra,Prim's,A,Greedy,Advanced
945,What is the time complexity of accessing an element in an array by index?,O(n),O(log n),O(1),O(n²),C,Array,Beginner
946,Which operation is most efficient in an array?,Insertion at beginning,Deletion from middle,Searching an element,Random access,D,Linked List,Beginner
947,What is the space complexity of an array of size n?,O(1),O(log n),O(n),O(n²),C,Stack,Beginner
948,What is the time complexity of inserting an element at the beginning of a singly linked list?,O(1),O(n),O(log n),O(n²),A,Queue,Beginner
949,"In a doubly linked list, each node contains how many pointers?",1,2,3,4,B,Sorting,Beginner
950,Time complexity of searching in an unsorted linked list is:,O(1),O(log n),O(n),O(n²),C,Searching,Beginner
951,Which data structure follows LIFO principle?,Queue,Stack,Tree,Graph,B,Tree,Beginner
952,What is the time complexity of push and pop operations in a stack?,O(n),O(log n),O(1),O(n²),C,BST,Beginner
953,In which application is stack NOT used?,Function call management,Expression evaluation,BFS traversal,Undo/Redo functionality,C,AVL Tree,Beginner
954,Which data structure follows FIFO principle?,Stack,Queue,Deque,Heap,B,Heap,Beginner
955,What is the time complexity of enqueue and dequeue in a simple queue?,O(n),O(1),O(log n),O(n²),B,Graph,Beginner
956,A circular queue is better than a simple queue because:,It uses less memory,It avoids the wastage of space,It is faster,It requires less code,B,Graph Traversal,Beginner
957,What is the average time complexity of Quick Sort?,O(n),O(n log n),O(n²),O(2^n),B,Shortest Path,Intermediate
958,Which sorting algorithm is stable?,Quick Sort,Heap Sort,Merge Sort,Selection Sort,C,MST,Intermediate
959,Merge Sort has a time complexity of:,O(n),O(n log n),O(n²),O(n³),B,Hash Table,Intermediate
960,Bubble Sort is efficient for which case?,Already sorted data,Reverse sorted data,Random data,Large datasets,A,Dynamic Programming,Intermediate
961,What is the space complexity of Quick Sort?,O(1),O(log n),O(n),O(n²),B,Backtracking,Intermediate
962,Binary Search works on which type of array?,Unsorted,Sorted,Partially sorted,None of above,B,String Algorithms,Intermediate
963,Time complexity of Binary Search is:,O(n),O(log n),O(n log n),O(n²),B,Greedy,Intermediate
964,Linear Search has a time complexity of:,O(1),O(log n),O(n),O(n²),C,Divide and Conquer,Intermediate
965,What is a binary tree?,Tree with max 2 children,Tree with exactly 2 children,Tree with 3 children,Tree with 4 children,A,Array,Intermediate
966,Height of a tree with single node is:,0,1,2,-1,A,Linked List,Intermediate
967,What is the maximum number of nodes in a binary tree of height h?,2^h - 1,2^(h+1) - 1,2^h,h²,B,Stack,Intermediate
968,"In a BST, for any node, left child is:",Greater than parent,Less than parent,Equal to parent,Any value,B,Queue,Intermediate
969,Time complexity of searching in a balanced BST is:,O(1),O(log n),O(n),O(n²),B,Sorting,Intermediate
970,Inorder traversal of a BST gives:,Sorted array,Reverse sorted array,Random order,Heap order,A,Searching,Intermediate
971,AVL tree is a:,Unbalanced BST,Self-balancing BST,Complete tree,Perfect tree,B,Tree,Intermediate
972,Balance factor in AVL tree is defined as:,Left height - Right height,Right height - Left height,Left height + Right height,Left height / Right height,A,BST,Intermediate
973,Height of an AVL tree with n nodes is:,O(n),O(log n),O(n log n),O(n²),B,AVL Tree,Intermediate
974,"In a min heap, the smallest element is at:",Leaf,Root,Middle,Random,B,Heap,Intermediate
975,Time complexity of insertion in a heap is:,O(1),O(log n),O(n),O(n²),B,Graph,Advanced
976,Heap sort time complexity is:,O(n),O(n log n),O(n²),O(2^n),B,Graph Traversal,Advanced
977,Adjacency matrix representation requires space of:,O(V),O(E),O(V²),O(V + E),C,Shortest Path,Advanced
978,Adjacency list representation requires space of:,O(V),O(V²),O(E),O(V + E),D,MST,Advanced
979,DFS uses which data structure?,Queue,Stack,Deque,Heap,B,Hash Table,Advanced
980,BFS uses which data structure?,Stack,Queue,Priority Queue,Deque,B,Dynamic Programming,Advanced
981,Time complexity of DFS and BFS is:,O(n),O(V + E),O(V²),O(E log V),B,Backtracking,Advanced
982,Dijkstra's algorithm is used for:,Negative weights,Positive weights,Unweighted graphs,None,B,String Algorithms,Advanced
983,Bellman-Ford can handle:,Only positive weights,Negative weights,Negative cycles,All graphs,B,Greedy,Advanced
984,Floyd-Warshall finds:,Shortest path between two nodes,All pairs shortest path,Minimum spanning tree,Topological sort,B,Divide and Conquer,Advanced
985,Kruskal's algorithm uses which approach?,Dynamic Programming,Greedy,Divide and Conquer,Backtracking,B,Array,Advanced
986,Prim's algorithm starts from:,A random vertex,A specific vertex,The minimum edge,None,B,Linked List,Advanced
987,Time complexity of Kruskal's algorithm is:,O(E log E),O(V log V),O(V + E),O(V²),A,Stack,Advanced
988,Hash table provides average time complexity of:,O(log n),O(n),O(1),O(n²),C,Queue,Advanced
989,Collision resolution technique is:,Linear Probing,Chaining,Double Hashing,All of above,D,Sorting,Advanced
990,DP is used when a problem has:,Overlapping subproblems,Optimal substructure,Both,Neither,C,Searching,Advanced
991,Memoization is:,Top-down approach,Bottom-up approach,Recursive approach,Iterative approach,A,Tree,Advanced
992,Tabulation is:,Top-down DP,Bottom-up DP,Recursive,None,B,BST,Advanced
993,Backtracking is used for:,N-Queens problem,Sudoku solver,Maze solving,All,D,AVL Tree,Advanced
994,Time complexity of backtracking can be:,O(n),O(n!),O(2^n),All of above,D,Heap,Advanced
995,KMP algorithm is used for:,Pattern matching,Sorting,Searching,Hashing,A,Graph,Advanced
996,Time complexity of KMP is:,O(n + m),O(n * m),O(n log m),O(m log n),A,Graph Traversal,Advanced
997,Rabin-Karp uses which concept?,Hashing,Sorting,Trees,Graphs,A,Shortest Path,Advanced
998,Greedy algorithms work when problem has:,Optimal substructure,Greedy choice property,Both,Neither,C,MST,Advanced
999,Activity selection uses:,Greedy,DP,Backtracking,Divide and Conquer,A,Hash Table,Advanced
1000,Merge Sort uses:,Greedy,DP,Divide and Conquer,Backtracking,C,Dynamic Programming,Advanced
