Question_ID,Question,Option_A,Option_B,Option_C,Option_D,Correct_Option,Topic
795,What is the area of a circle with radius 7 cm?,145.5 cm²,154 cm²,163.5 cm²,172 cm²,B,Average
796,Find the perimeter of a rectangle with length 8 cm and width 5 cm.,26 cm,30 cm,34 cm,40 cm,A,Algebra
797,What is the probability of getting a head in a single coin toss?,0.25,0.5,0.75,1,B,Geometry
798,"If two dice are rolled, what is the probability of getting a sum of 7?",1/6,1/12,1/18,1/36,A,Probability
799,Which of the following is a prime number?,15,21,29,35,C,Number System
800,What is the HCF of 24 and 36?,6,8,12,24,C,Arithmetic
801,"If 25% of x is 150, what is x?",400,500,600,700,B,Time & Work
802,A number is increased by 20% and then decreased by 10%. What is the net change?,8% increase,10% increase,12% increase,15% increase,A,Speed & Distance
803,"The ratio of two numbers is 3:5. If their sum is 80, find the larger number.",30,40,50,60,C,Interest
804,A can complete a task in 10 days and B can complete it in 15 days. How long will it take if they work together?,5 days,6 days,7 days,8 days,B,Profit & Loss
805,"If 5 workers can build a wall in 20 days, how many days will 10 workers take?",5 days,10 days,15 days,20 days,B,Average
806,A train travels at 60 km/h for 2 hours and then at 80 km/h for 3 hours. What is the average speed?,70 km/h,72 km/h,74 km/h,76 km/h,C,Algebra
807,"If a car travels 300 km in 5 hours, what is its speed?",50 km/h,60 km/h,70 km/h,80 km/h,B,Geometry
808,What is the simple interest on Rs. 5000 at 8% per annum for 3 years?,Rs. 1000,Rs. 1200,Rs. 1500,Rs. 1800,B,Probability
809,A sum doubles in 5 years at compound interest. In how many years will it become 8 times?,10 years,12 years,15 years,20 years,C,Number System
810,A shopkeeper buys a pen for Rs. 50 and sells it for Rs. 65. What is the profit percentage?,25%,30%,35%,40%,B,Arithmetic
811,"If cost price is Rs. 200 and profit is 20%, what is the selling price?",Rs. 220,Rs. 240,Rs. 260,Rs. 280,B,Time & Work
812,"The average of 5 numbers is 20. If one number is replaced with 30, the new average becomes 22. What was the number replaced?",10,15,20,25,A,Speed & Distance
813,"If 2x + 3 = 11, what is x?",3,4,5,6,B,Interest
814,Solve: 3x - 2y = 5 and x + y = 5. Find x.,2,3,4,5,C,Profit & Loss
815,What is the area of a circle with radius 7 cm?,145.5 cm²,154 cm²,163.5 cm²,172 cm²,B,Average
816,Find the perimeter of a rectangle with length 8 cm and width 5 cm.,26 cm,30 cm,34 cm,40 cm,A,Algebra
817,What is the probability of getting a head in a single coin toss?,0.25,0.5,0.75,1,B,Geometry
818,"If two dice are rolled, what is the probability of getting a sum of 7?",1/6,1/12,1/18,1/36,A,Probability
819,Which of the following is a prime number?,15,21,29,35,C,Number System
820,What is the HCF of 24 and 36?,6,8,12,24,C,Arithmetic
821,"If 25% of x is 150, what is x?",400,500,600,700,B,Time & Work
822,A number is increased by 20% and then decreased by 10%. What is the net change?,8% increase,10% increase,12% increase,15% increase,A,Speed & Distance
823,"The ratio of two numbers is 3:5. If their sum is 80, find the larger number.",30,40,50,60,C,Interest
824,A can complete a task in 10 days and B can complete it in 15 days. How long will it take if they work together?,5 days,6 days,7 days,8 days,B,Profit & Loss
825,"If 5 workers can build a wall in 20 days, how many days will 10 workers take?",5 days,10 days,15 days,20 days,B,Average
826,A train travels at 60 km/h for 2 hours and then at 80 km/h for 3 hours. What is the average speed?,70 km/h,72 km/h,74 km/h,76 km/h,C,Algebra
827,"If a car travels 300 km in 5 hours, what is its speed?",50 km/h,60 km/h,70 km/h,80 km/h,B,Geometry
828,What is the simple interest on Rs. 5000 at 8% per annum for 3 years?,Rs. 1000,Rs. 1200,Rs. 1500,Rs. 1800,B,Probability
829,A sum doubles in 5 years at compound interest. In how many years will it become 8 times?,10 years,12 years,15 years,20 years,C,Number System
830,A shopkeeper buys a pen for Rs. 50 and sells it for Rs. 65. What is the profit percentage?,25%,30%,35%,40%,B,Arithmetic
831,"If cost price is Rs. 200 and profit is 20%, what is the selling price?",Rs. 220,Rs. 240,Rs. 260,Rs. 280,B,Time & Work
832,"The average of 5 numbers is 20. If one number is replaced with 30, the new average becomes 22. What was the number replaced?",10,15,20,25,A,Speed & Distance
833,"If 2x + 3 = 11, what is x?",3,4,5,6,B,Interest
834,Solve: 3x - 2y = 5 and x + y = 5. Find x.,2,3,4,5,C,Profit & Loss
835,What is the area of a circle with radius 7 cm?,145.5 cm²,154 cm²,163.5 cm²,172 cm²,B,Average
836,Find the perimeter of a rectangle with length 8 cm and width 5 cm.,26 cm,30 cm,34 cm,40 cm,A,Algebra
837,What is the probability of getting a head in a single coin toss?,0.25,0.5,0.75,1,B,Geometry
838,"If two dice are rolled, what is the probability of getting a sum of 7?",1/6,1/12,1/18,1/36,A,Probability
839,Which of the following is a prime number?,15,21,29,35,C,Number System
840,What is the HCF of 24 and 36?,6,8,12,24,C,Arithmetic
841,"If 25% of x is 150, what is x?",400,500,600,700,B,Time & Work
842,A number is increased by 20% and then decreased by 10%. What is the net change?,8% increase,10% increase,12% increase,15% increase,A,Speed & Distance
843,"The ratio of two numbers is 3:5. If their sum is 80, find the larger number.",30,40,50,60,C,Interest
844,A can complete a task in 10 days and B can complete it in 15 days. How long will it take if they work together?,5 days,6 days,7 days,8 days,B,Profit & Loss
845,"If 5 workers can build a wall in 20 days, how many days will 10 workers take?",5 days,10 days,15 days,20 days,B,Average
846,A train travels at 60 km/h for 2 hours and then at 80 km/h for 3 hours. What is the average speed?,70 km/h,72 km/h,74 km/h,76 km/h,C,Algebra
847,"If a car travels 300 km in 5 hours, what is its speed?",50 km/h,60 km/h,70 km/h,80 km/h,B,Geometry
848,What is the simple interest on Rs. 5000 at 8% per annum for 3 years?,Rs. 1000,Rs. 1200,Rs. 1500,Rs. 1800,B,Probability
849,A sum doubles in 5 years at compound interest. In how many years will it become 8 times?,10 years,12 years,15 years,20 years,C,Number System
850,A shopkeeper buys a pen for Rs. 50 and sells it for Rs. 65. What is the profit percentage?,25%,30%,35%,40%,B,Arithmetic
851,"If cost price is Rs. 200 and profit is 20%, what is the selling price?",Rs. 220,Rs. 240,Rs. 260,Rs. 280,B,Time & Work
852,"The average of 5 numbers is 20. If one number is replaced with 30, the new average becomes 22. What was the number replaced?",10,15,20,25,A,Speed & Distance
853,"If 2x + 3 = 11, what is x?",3,4,5,6,B,Interest
854,Solve: 3x - 2y = 5 and x + y = 5. Find x.,2,3,4,5,C,Profit & Loss
855,What is the area of a circle with radius 7 cm?,145.5 cm²,154 cm²,163.5 cm²,172 cm²,B,Average
856,Find the perimeter of a rectangle with length 8 cm and width 5 cm.,26 cm,30 cm,34 cm,40 cm,A,Algebra
857,What is the probability of getting a head in a single coin toss?,0.25,0.5,0.75,1,B,Geometry
858,"If two dice are rolled, what is the probability of getting a sum of 7?",1/6,1/12,1/18,1/36,A,Probability
859,Which of the following is a prime number?,15,21,29,35,C,Number System
860,What is the HCF of 24 and 36?,6,8,12,24,C,Arithmetic
861,"If 25% of x is 150, what is x?",400,500,600,700,B,Time & Work
862,A number is increased by 20% and then decreased by 10%. What is the net change?,8% increase,10% increase,12% increase,15% increase,A,Speed & Distance
863,"The ratio of two numbers is 3:5. If their sum is 80, find the larger number.",30,40,50,60,C,Interest
864,A can complete a task in 10 days and B can complete it in 15 days. How long will it take if they work together?,5 days,6 days,7 days,8 days,B,Profit & Loss
865,"If 5 workers can build a wall in 20 days, how many days will 10 workers take?",5 days,10 days,15 days,20 days,B,Average
866,A train travels at 60 km/h for 2 hours and then at 80 km/h for 3 hours. What is the average speed?,70 km/h,72 km/h,74 km/h,76 km/h,C,Algebra
867,"If a car travels 300 km in 5 hours, what is its speed?",50 km/h,60 km/h,70 km/h,80 km/h,B,Geometry
868,What is the simple interest on Rs. 5000 at 8% per annum for 3 years?,Rs. 1000,Rs. 1200,Rs. 1500,Rs. 1800,B,Probability
869,A sum doubles in 5 years at compound interest. In how many years will it become 8 times?,10 years,12 years,15 years,20 years,C,Number System
870,A shopkeeper buys a pen for Rs. 50 and sells it for Rs. 65. What is the profit percentage?,25%,30%,35%,40%,B,Arithmetic
871,"If cost price is Rs. 200 and profit is 20%, what is the selling price?",Rs. 220,Rs. 240,Rs. 260,Rs. 280,B,Time & Work
872,"The average of 5 numbers is 20. If one number is replaced with 30, the new average becomes 22. What was the number replaced?",10,15,20,25,A,Speed & Distance
873,"If 2x + 3 = 11, what is x?",3,4,5,6,B,Interest
874,Solve: 3x - 2y = 5 and x + y = 5. Find x.,2,3,4,5,C,Profit & Loss
875,What is the area of a circle with radius 7 cm?,145.5 cm²,154 cm²,163.5 cm²,172 cm²,B,Average
876,Find the perimeter of a rectangle with length 8 cm and width 5 cm.,26 cm,30 cm,34 cm,40 cm,A,Algebra
877,What is the probability of getting a head in a single coin toss?,0.25,0.5,0.75,1,B,Geometry
878,"If two dice are rolled, what is the probability of getting a sum of 7?",1/6,1/12,1/18,1/36,A,Probability
879,Which of the following is a prime number?,15,21,29,35,C,Number System
880,What is the HCF of 24 and 36?,6,8,12,24,C,Arithmetic
881,"If 25% of x is 150, what is x?",400,500,600,700,B,Time & Work
882,A number is increased by 20% and then decreased by 10%. What is the net change?,8% increase,10% increase,12% increase,15% increase,A,Speed & Distance
883,"The ratio of two numbers is 3:5. If their sum is 80, find the larger number.",30,40,50,60,C,Interest
884,A can complete a task in 10 days and B can complete it in 15 days. How long will it take if they work together?,5 days,6 days,7 days,8 days,B,Profit & Loss
885,"If 5 workers can build a wall in 20 days, how many days will 10 workers take?",5 days,10 days,15 days,20 days,B,Average
886,A train travels at 60 km/h for 2 hours and then at 80 km/h for 3 hours. What is the average speed?,70 km/h,72 km/h,74 km/h,76 km/h,C,Algebra
887,"If a car travels 300 km in 5 hours, what is its speed?",50 km/h,60 km/h,70 km/h,80 km/h,B,Geometry
888,What is the simple interest on Rs. 5000 at 8% per annum for 3 years?,Rs. 1000,Rs. 1200,Rs. 1500,Rs. 1800,B,Probability
889,A sum doubles in 5 years at compound interest. In how many years will it become 8 times?,10 years,12 years,15 years,20 years,C,Number System
890,A shopkeeper buys a pen for Rs. 50 and sells it for Rs. 65. What is the profit percentage?,25%,30%,35%,40%,B,Arithmetic
891,"If cost price is Rs. 200 and profit is 20%, what is the selling price?",Rs. 220,Rs. 240,Rs. 260,Rs. 280,B,Time & Work
892,"The average of 5 numbers is 20. If one number is replaced with 30, the new average becomes 22. What was the number replaced?",10,15,20,25,A,Speed & Distance
893,"If 2x + 3 = 11, what is x?",3,4,5,6,B,Interest
894,Solve: 3x - 2y = 5 and x + y = 5. Find x.,2,3,4,5,C,Profit & Loss
895,What is the area of a circle with radius 7 cm?,145.5 cm²,154 cm²,163.5 cm²,172 cm²,B,Average
896,Find the perimeter of a rectangle with length 8 cm and width 5 cm.,26 cm,30 cm,34 cm,40 cm,A,Algebra
897,What is the probability of getting a head in a single coin toss?,0.25,0.5,0.75,1,B,Geometry
898,"If two dice are rolled, what is the probability of getting a sum of 7?",1/6,1/12,1/18,1/36,A,Probability
899,Which of the following is a prime number?,15,21,29,35,C,Number System
900,What is the HCF of 24 and 36?,6,8,12,24,C,Arithmetic
901,"If 25% of x is 150, what is x?",400,500,600,700,B,Time & Work
902,A number is increased by 20% and then decreased by 10%. What is the net change?,8% increase,10% increase,12% increase,15% increase,A,Speed & Distance
903,"The ratio of two numbers is 3:5. If their sum is 80, find the larger number.",30,40,50,60,C,Interest
904,A can complete a task in 10 days and B can complete it in 15 days. How long will it take if they work together?,5 days,6 days,7 days,8 days,B,Profit & Loss
905,"If 5 workers can build a wall in 20 days, how many days will 10 workers take?",5 days,10 days,15 days,20 days,B,Average
906,A train travels at 60 km/h for 2 hours and then at 80 km/h for 3 hours. What is the average speed?,70 km/h,72 km/h,74 km/h,76 km/h,C,Algebra
907,"If a car travels 300 km in 5 hours, what is its speed?",50 km/h,60 km/h,70 km/h,80 km/h,B,Geometry
908,What is the simple interest on Rs. 5000 at 8% per annum for 3 years?,Rs. 1000,Rs. 1200,Rs. 1500,Rs. 1800,B,Probability
909,A sum doubles in 5 years at compound interest. In how many years will it become 8 times?,10 years,12 years,15 years,20 years,C,Number System
910,A shopkeeper buys a pen for Rs. 50 and sells it for Rs. 65. What is the profit percentage?,25%,30%,35%,40%,B,Arithmetic
911,"If cost price is Rs. 200 and profit is 20%, what is the selling price?",Rs. 220,Rs. 240,Rs. 260,Rs. 280,B,Time & Work
912,"The average of 5 numbers is 20. If one number is replaced with 30, the new average becomes 22. What was the number replaced?",10,15,20,25,A,Speed & Distance
913,"If 2x + 3 = 11, what is x?",3,4,5,6,B,Interest
914,Solve: 3x - 2y = 5 and x + y = 5. Find x.,2,3,4,5,C,Profit & Loss
915,What is the area of a circle with radius 7 cm?,145.5 cm²,154 cm²,163.5 cm²,172 cm²,B,Average
916,Find the perimeter of a rectangle with length 8 cm and width 5 cm.,26 cm,30 cm,34 cm,40 cm,A,Algebra
917,What is the probability of getting a head in a single coin toss?,0.25,0.5,0.75,1,B,Geometry
918,"If two dice are rolled, what is the probability of getting a sum of 7?",1/6,1/12,1/18,1/36,A,Probability
919,Which of the following is a prime number?,15,21,29,35,C,Number System
920,What is the HCF of 24 and 36?,6,8,12,24,C,Arithmetic
921,"If 25% of x is 150, what is x?",400,500,600,700,B,Time & Work
922,A number is increased by 20% and then decreased by 10%. What is the net change?,8% increase,10% increase,12% increase,15% increase,A,Speed & Distance
923,"The ratio of two numbers is 3:5. If their sum is 80, find the larger number.",30,40,50,60,C,Interest
924,A can complete a task in 10 days and B can complete it in 15 days. How long will it take if they work together?,5 days,6 days,7 days,8 days,B,Profit & Loss
925,"If 5 workers can build a wall in 20 days, how many days will 10 workers take?",5 days,10 days,15 days,20 days,B,Average
926,A train travels at 60 km/h for 2 hours and then at 80 km/h for 3 hours. What is the average speed?,70 km/h,72 km/h,74 km/h,76 km/h,C,Algebra
927,"If a car travels 300 km in 5 hours, what is its speed?",50 km/h,60 km/h,70 km/h,80 km/h,B,Geometry
928,What is the simple interest on Rs. 5000 at 8% per annum for 3 years?,Rs. 1000,Rs. 1200,Rs. 1500,Rs. 1800,B,Probability
929,A sum doubles in 5 years at compound interest. In how many years will it become 8 times?,10 years,12 years,15 years,20 years,C,Number System
930,A shopkeeper buys a pen for Rs. 50 and sells it for Rs. 65. What is the profit percentage?,25%,30%,35%,40%,B,Arithmetic
931,"If cost price is Rs. 200 and profit is 20%, what is the selling price?",Rs. 220,Rs. 240,Rs. 260,Rs. 280,B,Time & Work
932,"The average of 5 numbers is 20. If one number is replaced with 30, the new average becomes 22. What was the number replaced?",10,15,20,25,A,Speed & Distance
933,"If 2x + 3 = 11, what is x?",3,4,5,6,B,Interest
934,Solve: 3x - 2y = 5 and x + y = 5. Find x.,2,3,4,5,C,Profit & Loss
935,What is the area of a circle with radius 7 cm?,145.5 cm²,154 cm²,163.5 cm²,172 cm²,B,Average
936,Find the perimeter of a rectangle with length 8 cm and width 5 cm.,26 cm,30 cm,34 cm,40 cm,A,Algebra
937,What is the probability of getting a head in a single coin toss?,0.25,0.5,0.75,1,B,Geometry
938,"If two dice are rolled, what is the probability of getting a sum of 7?",1/6,1/12,1/18,1/36,A,Probability
939,Which of the following is a prime number?,15,21,29,35,C,Number System
940,What is the HCF of 24 and 36?,6,8,12,24,C,Arithmetic
941,"If 25% of x is 150, what is x?",400,500,600,700,B,Time & Work
942,A number is increased by 20% and then decreased by 10%. What is the net change?,8% increase,10% increase,12% increase,15% increase,A,Speed & Distance
943,"The ratio of two numbers is 3:5. If their sum is 80, find the larger number.",30,40,50,60,C,Interest
944,A can complete a task in 10 days and B can complete it in 15 days. How long will it take if they work together?,5 days,6 days,7 days,8 days,B,Profit & Loss
945,"If 5 workers can build a wall in 20 days, how many days will 10 workers take?",5 days,10 days,15 days,20 days,B,Average
946,A train travels at 60 km/h for 2 hours and then at 80 km/h for 3 hours. What is the average speed?,70 km/h,72 km/h,74 km/h,76 km/h,C,Algebra
947,"If a car travels 300 km in 5 hours, what is its speed?",50 km/h,60 km/h,70 km/h,80 km/h,B,Geometry
948,What is the simple interest on Rs. 5000 at 8% per annum for 3 years?,Rs. 1000,Rs. 1200,Rs. 1500,Rs. 1800,B,Probability
949,A sum doubles in 5 years at compound interest. In how many years will it become 8 times?,10 years,12 years,15 years,20 years,C,Number System
950,A shopkeeper buys a pen for Rs. 50 and sells it for Rs. 65. What is the profit percentage?,25%,30%,35%,40%,B,Arithmetic
951,"If cost price is Rs. 200 and profit is 20%, what is the selling price?",Rs. 220,Rs. 240,Rs. 260,Rs. 280,B,Time & Work
952,"The average of 5 numbers is 20. If one number is replaced with 30, the new average becomes 22. What was the number replaced?",10,15,20,25,A,Speed & Distance
953,"If 2x + 3 = 11, what is x?",3,4,5,6,B,Interest
954,Solve: 3x - 2y = 5 and x + y = 5. Find x.,2,3,4,5,C,Profit & Loss
955,What is the area of a circle with radius 7 cm?,145.5 cm²,154 cm²,163.5 cm²,172 cm²,B,Average
956,Find the perimeter of a rectangle with length 8 cm and width 5 cm.,26 cm,30 cm,34 cm,40 cm,A,Algebra
957,What is the probability of getting a head in a single coin toss?,0.25,0.5,0.75,1,B,Geometry
958,"If two dice are rolled, what is the probability of getting a sum of 7?",1/6,1/12,1/18,1/36,A,Probability
959,Which of the following is a prime number?,15,21,29,35,C,Number System
960,What is the HCF of 24 and 36?,6,8,12,24,C,Arithmetic
961,"If 25% of x is 150, what is x?",400,500,600,700,B,Time & Work
962,A number is increased by 20% and then decreased by 10%. What is the net change?,8% increase,10% increase,12% increase,15% increase,A,Speed & Distance
963,"The ratio of two numbers is 3:5. If their sum is 80, find the larger number.",30,40,50,60,C,Interest
964,A can complete a task in 10 days and B can complete it in 15 days. How long will it take if they work together?,5 days,6 days,7 days,8 days,B,Profit & Loss
965,"If 5 workers can build a wall in 20 days, how many days will 10 workers take?",5 days,10 days,15 days,20 days,B,Average
966,A train travels at 60 km/h for 2 hours and then at 80 km/h for 3 hours. What is the average speed?,70 km/h,72 km/h,74 km/h,76 km/h,C,Algebra
967,"If a car travels 300 km in 5 hours, what is its speed?",50 km/h,60 km/h,70 km/h,80 km/h,B,Geometry
968,What is the simple interest on Rs. 5000 at 8% per annum for 3 years?,Rs. 1000,Rs. 1200,Rs. 1500,Rs. 1800,B,Probability
969,A sum doubles in 5 years at compound interest. In how many years will it become 8 times?,10 years,12 years,15 years,20 years,C,Number System
970,A shopkeeper buys a pen for Rs. 50 and sells it for Rs. 65. What is the profit percentage?,25%,30%,35%,40%,B,Arithmetic
971,"If cost price is Rs. 200 and profit is 20%, what is the selling price?",Rs. 220,Rs. 240,Rs. 260,Rs. 280,B,Time & Work
972,"The average of 5 numbers is 20. If one number is replaced with 30, the new average becomes 22. What was the number replaced?",10,15,20,25,A,Speed & Distance
973,"If 2x + 3 = 11, what is x?",3,4,5,6,B,Interest
974,Solve: 3x - 2y = 5 and x + y = 5. Find x.,2,3,4,5,C,Profit & Loss
975,What is the area of a circle with radius 7 cm?,145.5 cm²,154 cm²,163.5 cm²,172 cm²,B,Average
976,Find the perimeter of a rectangle with length 8 cm and width 5 cm.,26 cm,30 cm,34 cm,40 cm,A,Algebra
977,What is the probability of getting a head in a single coin toss?,0.25,0.5,0.75,1,B,Geometry
978,"If two dice are rolled, what is the probability of getting a sum of 7?",1/6,1/12,1/18,1/36,A,Probability
979,Which of the following is a prime number?,15,21,29,35,C,Number System
980,What is the HCF of 24 and 36?,6,8,12,24,C,Arithmetic
981,"If 25% of x is 150, what is x?",400,500,600,700,B,Time & Work
982,A number is increased by 20% and then decreased by 10%. What is the net change?,8% increase,10% increase,12% increase,15% increase,A,Speed & Distance
983,"The ratio of two numbers is 3:5. If their sum is 80, find the larger number.",30,40,50,60,C,Interest
984,A can complete a task in 10 days and B can complete it in 15 days. How long will it take if they work together?,5 days,6 days,7 days,8 days,B,Profit & Loss
985,"If 5 workers can build a wall in 20 days, how many days will 10 workers take?",5 days,10 days,15 days,20 days,B,Average
986,A train travels at 60 km/h for 2 hours and then at 80 km/h for 3 hours. What is the average speed?,70 km/h,72 km/h,74 km/h,76 km/h,C,Algebra
987,"If a car travels 300 km in 5 hours, what is its speed?",50 km/h,60 km/h,70 km/h,80 km/h,B,Geometry
988,What is the simple interest on Rs. 5000 at 8% per annum for 3 years?,Rs. 1000,Rs. 1200,Rs. 1500,Rs. 1800,B,Probability
989,A sum doubles in 5 years at compound interest. In how many years will it become 8 times?,10 years,12 years,15 years,20 years,C,Number System
990,A shopkeeper buys a pen for Rs. 50 and sells it for Rs. 65. What is the profit percentage?,25%,30%,35%,40%,B,Arithmetic
991,"If cost price is Rs. 200 and profit is 20%, what is the selling price?",Rs. 220,Rs. 240,Rs. 260,Rs. 280,B,Time & Work
992,"The average of 5 numbers is 20. If one number is replaced with 30, the new average becomes 22. What was the number replaced?",10,15,20,25,A,Speed & Distance
993,"If 2x + 3 = 11, what is x?",3,4,5,6,B,Interest
994,Solve: 3x - 2y = 5 and x + y = 5. Find x.,2,3,4,5,C,Profit & Loss
995,What is the area of a circle with radius 7 cm?,145.5 cm²,154 cm²,163.5 cm²,172 cm²,B,Average
996,Find the perimeter of a rectangle with length 8 cm and width 5 cm.,26 cm,30 cm,34 cm,40 cm,A,Algebra
997,What is the probability of getting a head in a single coin toss?,0.25,0.5,0.75,1,B,Geometry
998,"If two dice are rolled, what is the probability of getting a sum of 7?",1/6,1/12,1/18,1/36,A,Probability
999,Which of the following is a prime number?,15,21,29,35,C,Number System
1000,What is the HCF of 24 and 36?,6,8,12,24,C,Arithmetic
